254638204329612, 553665337924461, 348191535945297 @ -63, -168, -71
212359175906519, 323147897686292, 139877494280919 @ -16, 83, 157
169269621304942, 302638906849339, 341908451742470 @ 97, 58, -96
126950439883628, 263704880947874, 176806594317775 @ 89, 143, 119
278852429664742, 236550195502899, 237766413713650 @ 152, -24, 45
356294706837231, 170722242699711, 325165629704187 @ -90, 182, -257
336903896925112, 233266354201389, 261075039294612 @ -38, -9, -29
324137223039450, 355528270369828, 215819296463823 @ -141, 55, 73
230117049476616, 389510937813969, 397428464341560 @ -36, 11, -125
344611282200254, 183722451666695, 230828886983810 @ 194, -79, 93
312829259892760, 202165096611233, 256155884155572 @ 41, 88, -14
341721474830028, 281103233063363, 244194799423900 @ -102, -26, 33
265829706783818, 350043616318323, 431860282909810 @ -35, -12, -225
175938353635122, 363145725175467, 496609181789854 @ 27, 36, -238
261949118080656, 232449324402552, 304168325534382 @ -31, 155, -44
338086651072242, 131861187719499, 277788891386238 @ 147, 348, -230
274232760850722, 414442882421487, 264372306725246 @ -33, -135, 8
371958717274714, 221334049220771, 296762443160998 @ -46, -383, -459
243113319985490, 284846103256811, 264219521347774 @ 203, -118, -28
331517025330713, 406910755183629, 204029006909269 @ -146, -12, 87
61043733284302, 282066932006871, 216540139377754 @ 169, 120, 74
286091713870362, 281356645697961, 226471909618914 @ 19, -24, 72
243787945494683, 294801854691735, 361190134067726 @ -62, 126, -76
273318155905398, 331087352326092, 313923609345821 @ -57, 33, -51
361709242196514, 250492426544670, 242641725909057 @ -37, -351, 11
325546990391366, 270869345547643, 339417909225442 @ -32, -70, -231
58529637605025, 246974041148692, 376242984562483 @ 126, 175, -91
335165747515696, 444054780118758, 190046812319416 @ -31, -687, 198
343619784679450, 159369067546287, 242291575319741 @ 83, 174, 11
342139295773632, 200928799871151, 259419038092824 @ -6, 36, -47
385609254893295, 326466593257335, 355129159897506 @ -206, 78, -80
338694210583996, 148997667065070, 224206259301694 @ 161, 231, 132
119540690092578, 46609396653915, 290367191685742 @ 165, 414, -24
304644826813414, 419639955456447, 328232181999226 @ -82, -135, -87
373614873187723, 199575683825627, 309446620833388 @ -142, 58, -234
263118604522269, 353066851731534, 329522377742202 @ -10, -51, -96
374833750302917, 174044251193694, 248621026709418 @ -8, -105, -104
327551705994656, 228956153487509, 296733233071464 @ -134, 175, -23
312304397584362, 290934901493447, 190731528137032 @ 87, -280, 221
227424699878214, 171649116591747, 370207476218226 @ -15, 246, -110
380484654272598, 207197843799237, 397291773530622 @ -175, 65, -484
304562516782881, 275113709205882, 393504661350813 @ -42, 21, -257
352804938587283, 135726254413008, 183948030056172 @ 28, 319, 370
259127978448774, 155358351064779, 100885353655486 @ 138, 246, 408
210827698520186, 384530742643184, 291026531801267 @ 19, -29, -19
265248154718737, 343930442132911, 317000502719114 @ -20, -26, -72
384772649564232, 269663049067803, 201565522411386 @ -178, -342, 218
366767915609842, 88349036050671, 240439791420014 @ -5, 723, 12
287909141417730, 193755236835027, 191691124977006 @ 5, 173, 144
375689930125152, 164961674902311, 229433660984919 @ -31, 22, 121
141091189183533, 324117281446104, 263909386473201 @ 168, 5, 9
278823792315777, 447627849786096, 312197295124359 @ 10, -321, -99
302934993744887, 453637553734485, 316065265967413 @ -88, -156, -61
385664085568782, 232703751289531, 270009682879114 @ -192, -22, -63
300195526934184, 357569751420072, 421565672476458 @ 85, -419, -552
231756959224482, 384882981378561, 297576155149064 @ -45, 27, -13
355267752750348, 193172527845695, 262791475396083 @ -39, 38, -77
314081731423400, 392427364772835, 361892838762367 @ -131, 18, -81
324357056265514, 228401540993875, 558209719304702 @ -50, 73, -726
370689764878776, 165684994436337, 233355020555964 @ 24, 15, 77
194117378205735, 289355625742488, 227563723307286 @ -16, 135, 60
315245478887592, 424632935896638, 197246167240329 @ -43, -345, 137
385600054421053, 149224995806016, 222402169487929 @ -124, 177, 237
330837028093522, 208030332927066, 228504212003404 @ 11, 39, 78
325026216097185, 258751162109324, 232466610096118 @ -42, -17, 60
257789221090582, 356937503968263, 272833378370366 @ 32, -111, -16
298886653196561, 247446305915550, 455150089564995 @ -110, 165, -191
283323550714350, 371731545466266, 170201069823768 @ -17, -133, 170
246935258272401, 514625833635225, 96503547153231 @ -66, -96, 193
340162916529306, 50673985353499, 320905345451542 @ -6, 646, -289
264973362848472, 387220188235305, 237906087279492 @ -48, -37, 49
233313065962194, 356834072274171, 288699847654566 @ 23, -38, -27
296554950328763, 447100305807924, 195095355166258 @ -34, -291, 128
8567975921442, 55475260549089, 104028383071836 @ 227, 381, 203
368720886395882, 206806015139616, 221251262647194 @ -77, -99, 136
322867086816567, 212364782354286, 255141372503049 @ 144, -83, -49
224176634060770, 304572748530915, 476680762202142 @ 25, 51, -290
171557716458792, 331108219930163, 11125812972389 @ 57, 50, 327
255602561510927, 326359251831951, 281753324710899 @ 44, -66, -35
267377866124497, 278497946255553, 254150463673879 @ 22, 24, 17
348166449747075, 195972695748474, 265656470644020 @ -12, 33, -86
363530958183725, 172614201583689, 244323967237323 @ -86, 144, 13
273791342794802, 438050664584856, 276213827097994 @ -85, -39, 8
383742305805674, 161257526490301, 285890772373534 @ -89, -13, -708
149936784384978, 253833024935595, 323938994760510 @ 113, 131, -67
218613435248119, 273261044885318, 222532032694059 @ -14, 131, 67
280515992064895, 500433156897342, 502383714957862 @ -76, -159, -276
219765686602547, 293184146855331, 212159018567924 @ -22, 114, 78
166910505882361, 394020029391761, 428342623869031 @ 10, 32, -139
383818469170002, 169472020888251, 234760587099174 @ -77, -182, 66
266117779272992, 221982258095053, 251266887325008 @ 52, 113, 19
269364561156144, 318577543867755, 287846159765202 @ -30, 18, -26
320315509524382, 71484099438407, 225068334983122 @ 202, 689, 113
202498036507722, 81651306241131, 345343585047654 @ 96, 380, -127
310407107667962, 234100748418811, 175704546528614 @ 13, 26, 218
277321798562447, 309807409849706, 329126857810579 @ -50, 43, -81
311134986031512, 212204777057781, 278266758125394 @ -88, 173, -14
216784918064500, 549128781546919, 304553081437128 @ 8, -232, -35
341236412012802, 233016740472939, 234893128062984 @ 147, -366, 57
173280845495253, 411450737043489, 314073842605635 @ 74, -72, -51
379906550444952, 135772365927667, 229978086582436 @ -108, 334, 101
360352498832510, 352224499682887, 353969548936006 @ -142, -191, -214
331446007217484, 282748431142155, 266086678583310 @ -86, -14, -12
383109623345730, 254425812395919, 479759195776548 @ -197, 78, -390
270274154325012, 298975899699411, 221246175601064 @ -18, 30, 75
187206833487610, 310788165543531, 169854861652934 @ 5, 102, 122
312748635886802, 284789733883870, 268762214207191 @ -53, -7, -15
215951672969012, 320548105398821, 283468473021434 @ 37, 28, -16
425703575210539, 475858192969363, 454722258867763 @ -272, -302, -331
369891596053562, 155737914410711, 260875648066014 @ -35, 169, -152
198557683364434, 370970058376111, 293114421146490 @ 19, 7, -17
336004453776589, 187806981810977, 219000377150066 @ 178, -40, 168
227258625358722, 380416115086011, 284129124834334 @ -6, -18, -9
341234735627082, 174840308326566, 268561115588856 @ 147, 47, -182
351246672005066, 194420313196851, 249646665624238 @ -16, 27, -16
383236675068762, 388442125011291, 403901362100694 @ -188, -426, -431
373374432867018, 246524287134507, 191519750613126 @ -79, -474, 370
396506056405332, 404276524586043, 333138636302412 @ -218, -6, -55
343439709387960, 311733502801209, 371071221042834 @ -102, -107, -258
185897499641362, 430206559658971, 268378227014614 @ 7, -26, 17
283069351221429, 446776120827258, 286887425472075 @ -92, -57, -5
210501577561762, 350852846823376, 296835643398189 @ 187, -179, -83
389835699933120, 500132420220937, 327132944438234 @ -210, -227, -78
222780917747190, 49732597683735, 509381116613445 @ 15, 406, -317
276099066116262, 415139398176351, 308814018928722 @ -88, -13, -27
373882163892750, 469363198013607, 196536065216334 @ -176, -389, 132
366305650656306, 273413002420731, 257081635049742 @ -139, -98, -10
369362601742790, 390175790524703, 293899446520458 @ -170, -191, -59
323885623664106, 340229644403715, 325139669605566 @ 50, -485, -294
314960311143173, 328222225688165, 251627163158173 @ 128, -544, -19
309620237045070, 52809163810233, 360974556855048 @ 49, 565, -347
157362697595528, 10668513812713, 332436964410838 @ 68, 439, -64
315102963135568, 220831566218127, 247815504922562 @ 26, 36, 14
372377068795746, 182656936751499, 246420806199938 @ -81, 6, -21
332087634437232, 189503187051141, 319643908839744 @ -15, 124, -226
136989009763678, 83278317683605, 139811736936062 @ 149, 365, 188
323996913957010, 235350873412635, 248137796237806 @ 20, -39, 9
188026240508140, 331948566006129, 228742941618662 @ 25, 60, 60
254475409700362, 370627737202932, 278213977241108 @ -13, -51, -10
383924695567661, 480604823464865, 367746944613254 @ -196, -436, -228
310436501730831, 351797179116015, 292623327396093 @ 40, -370, -125
218738684730558, 426693133820895, 299852546312280 @ -27, -24, -17
128840667440568, 206773560644823, 147894993168016 @ 54, 216, 141
271525696806210, 320812133985681, 259474303819170 @ 19, -63, 6
305201449560018, 281099181545403, 300064880837262 @ -30, -12, -84
365667351669170, 359783508797079, 269269610621110 @ -149, -249, -30
342793107022462, 242632782169311, 370773569864989 @ -137, 126, -157
322364955975375, 300097319924409, 175078820410905 @ 48, -312, 279
142891145533632, 302989576010685, 196761463441770 @ 82, 91, 98
348948402316842, 117164547423771, 310846852774524 @ -73, 362, -193
200990208667008, 444455779298028, 329596087410165 @ 45, -127, -75
282223828428892, 383722186431627, 269997484996330 @ -28, -126, -6
243919777375812, 285032561308611, 184902840041664 @ 225, -142, 202
307659172079922, 329167642162971, 257224209927294 @ -61, -56, 13
360321908517864, 204071376563723, 243618581173649 @ -75, 10, 17
363935315296836, 209534734268629, 273962733627117 @ -75, -52, -137
285419280601316, 510220564009357, 494060718084742 @ -91, -140, -244
370547522235792, 185992667809051, 261219865856174 @ -66, -22, -124
346801564917055, 146798936899623, 326312371167629 @ -106, 270, -163
137300855343621, 471555586631832, 290097595644732 @ 58, -69, -6
374861149114584, 168702872135979, 229088158095870 @ -66, 50, 108
181676253960928, 446733988733092, 261621194513339 @ -11, -11, 27
231349077152725, 422172576774035, 336685139435818 @ -16, -62, -72
176220198206146, 110069304133627, 231639147128366 @ 223, 346, 60
134016133490652, 455075301185315, 319664157579398 @ 57, -46, -36
278540683221784, 380302586616887, 258513972485508 @ -20, -124, 13
188341160067402, 239383984708551, 118558117557554 @ 81, 141, 221
312304060774054, 202143725423798, 205562220474397 @ 23, 103, 141
201188550863711, 304289599570428, 301658141595241 @ 44, 63, -37
358449903280434, 167789898700155, 235481143435458 @ 75, 58, 53
206621537853262, 126168351232473, 238562680782326 @ 37, 303, 48
325748600756690, 78230486209971, 198264041997542 @ 131, 612, 246
331564729164047, 236878513683466, 285731216032539 @ 58, -145, -173
288687044218098, 399888311694171, 240230963469822 @ -57, -108, 45
138485407140792, 112348804932971, 325227726978386 @ 132, 322, -70
393284250465021, 253490112313491, 295969090950207 @ -224, -638, -445
377620639551212, 159907138026611, 250204433638604 @ -8, 22, -157
361518299127436, 201482011473334, 185499683790609 @ -131, 121, 187
243197414952022, 316855853326814, 282251067039987 @ 7, 23, -17
166453109857242, 462175967409171, 271201921863654 @ 15, -42, 16
297565754034153, 127346745548298, 174626976293664 @ 174, 341, 302
358115354330497, 151062632134230, 211274486193137 @ -28, 231, 185
237860342916210, 284004265205961, 246103436999838 @ 139, -43, 28
219500913229696, 39791887043309, 280852922468249 @ 149, 496, -43
360771754827602, 225298491362571, 242497129978974 @ -91, -45, 25
325241717190314, 311893477068247, 333678388820560 @ 23, -320, -295
122905243040872, 443337914653531, 352125554386774 @ 101, -70, -84
278134824790740, 344814291863913, 226670928426726 @ -60, 9, 64
163229933394858, 236582171524347, 63688369784430 @ 250, 90, 400
268154859342285, 228960526132950, 239793836063820 @ 200, -9, 38
411269565034518, 347246360629143, 271605720795732 @ -235, 48, 11
220591361446646, 275767253881775, 189789230833482 @ -11, 124, 106
338031740181570, 30965396486905, 237671160976806 @ 99, 923, 40
188211026955207, 488004888138016, 207091040695324 @ 30, -131, 86
333805882176414, 38041269607725, 239031049492344 @ 41, 735, 37
334053677307696, 200541881430393, 308991119355852 @ 168, -105, -431
343593220499162, 288492708705512, 207793425282469 @ -13, -325, 167
301185847170242, 448382388969775, 62500955631858 @ 67, -664, 586
364603018042902, 149727462892206, 250136544269829 @ 71, 199, -99
329614630941130, 263246508827243, 354543836607120 @ 103, -334, -551
306857483763088, 274019443686521, 242032878002028 @ -94, 97, 43
285005048534882, 465679650225531, 170185713215934 @ -110, -30, 115
141743949586186, 247354725998873, 343267256941584 @ 31, 179, -53
224111832753018, 375782624176443, 290259713104482 @ 5, -22, -19
304646303668002, 378621634891311, 72705159970374 @ -49, -163, 358
376932107229159, 165311545964436, 235452374826756 @ -6, -43, 54
358184418002087, 213215873875001, 276278524364959 @ -8, -152, -195
243309370138400, 309734967354542, 240593714864006 @ 25, 13, 44
337412209286102, 499724667217622, 207939990667715 @ -73, -637, 123
93857884506912, 163303026517411, 360379389287514 @ 174, 254, -110
329435199584728, 212971360972073, 146293373951794 @ 88, -61, 482
101441498175264, 455027166212901, 142559408107980 @ 93, -48, 150
309578983262322, 222045626103315, 198273969775449 @ 107, -30, 197
191323883908380, 462937107053264, 270048072111520 @ -15, -35, 18
165968508128012, 331558600214601, 375704776986659 @ 37, 72, -103
161395200587637, 207520193998900, 111406317628960 @ 162, 175, 254
303961371516354, 212481830315535, 239758988908386 @ 83, 44, 38
311427597528194, 216412011767191, 183324093442388 @ 35, 52, 213
177883947881842, 134090632103371, 208839442787174 @ 67, 292, 87
337121661962889, 172154410196502, 261098105486634 @ 88, 115, -88
232257381549015, 306321188026574, 281485581699939 @ 48, 13, -23
355124638773666, 125954313766827, 176197775318152 @ -45, 354, 323
368384266696299, 121308465472497, 270098706263853 @ 80, 536, -377
326129914269974, 246013921216145, 109313850625381 @ 119, -244, 689
273652114882434, 171684118734651, 443738418529662 @ 24, 222, -365
199163028372128, 545193107550977, 412482689241872 @ -19, -124, -126
304180577829482, 253779369744411, 257072478054674 @ -25, 42, 6
343291590074175, 244821514619136, 302397013235847 @ -154, 157, -29
314097162696925, 279263317504068, 220407038001958 @ 74, -225, 108
179903979873568, 330897401940515, 423996331060795 @ 65, 34, -195
206630962671774, 287275214335244, 302049545975440 @ 183, -29, -90
419175493369362, 344126386630571, 522393115897934 @ -243, 59, -264
272400534973186, 399672552689069, 351896404867420 @ -29, -115, -127
384924391017444, 279974302553088, 477594687305916 @ -191, -151, -706
252609416688852, 271861947419241, 259204416251469 @ 29, 56, 11
